Date,Chla_Actual,Chla_Predicted,SS_Actual,SS_Predicted,Tur_Actual,Tur_Predicted
2019-12-01,1.4,2.865084745762712,1.3,6.486101694915255,2.8,4.512542372881356
2019-12-01,1.8,2.865084745762712,0.9,6.486101694915255,4.1,4.512542372881356
2019-12-01,2.0,2.865084745762712,1.2,6.486101694915255,5.1,4.512542372881356
2019-12-01,2.6,4.972934252350356,3.0,6.486101694915255,5.2,4.512542372881356
2019-12-01,0.9,2.865084745762712,0.9,6.486101694915255,2.9,4.512542372881356
2019-12-01,1.3,2.865084745762712,0.5,6.486101694915255,4.0,4.512542372881356
2019-12-11,2.3,2.865084745762712,1.3,6.486101694915255,5.0,4.540276075928127
2019-12-11,3.9,2.865084745762712,3.4,6.486101694915255,3.7,4.890020367140645
2019-12-11,2.7,2.865084745762712,1.6,6.486101694915255,4.2,4.512542372881356
2019-12-11,6.0,2.865084745762712,0.5,6.486101694915255,3.7,4.512542372881356
2019-12-11,6.3,2.865084745762712,0.7,6.486101694915255,3.3,4.512542372881356
2019-12-11,1.9,2.865084745762712,0.7,6.486101694915255,4.7,4.740670551036513
2019-12-11,,,,,,
2019-12-11,,,,,,
2019-12-11,,,,,,
2019-12-11,,,,,,
2019-12-11,,,,,,
2019-12-11,,,,,,
2019-12-11,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-01-05,,,,,,
2020-04-09,,,,,,
2020-04-09,,,,,,
2020-04-09,,,,,,
2020-04-09,,,,,,
2020-06-18,,,,,,
2020-07-13,,,,,,
2020-07-13,,,,,,
2020-10-11,,,,,,
2020-10-11,,,,,,
2020-10-11,,,,,,
2020-10-11,,,,,,
2020-10-11,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-05,,,,,,
2020-11-20,,,,,,
2020-11-20,,,,,,
2020-11-20,,,,,,
2020-11-20,,,,,,
2020-11-20,,,,,,
2020-11-25,,,,,,
2020-11-25,,,,,,
2020-11-25,,,,,,
2020-11-25,,,,,,
2020-11-25,,,,,,
